,Faallo,Sun ah,Fuxshi,Goodis,Caay,Sinji-nacayb,Aan sun aheyn
,M.a,0,0,0,0,0,0
,Inasha allah birta waxaa kujiray inta aan yaraa ilaa aan ka weynaado,0,0,0,0,0,0
,Shamuuri saaka muuna zoo Cabin ee markuu qackasiiYo ayuu cadi n0qon lahaa,0,0,0,0,0,0
,Allahey Ka alle Ku Lahaaa Reer Koonfur aan Biyo ismarin wye hhhh,0,0,0,0,0,0
,Uu dhintey uu baxsadey 2023,0,0,0,0,0,0
,Aakhiro na waa jirtaa mncha Allah 2024,0,0,0,0,0,0
,Aaqirana way jirtaa ladhahe,0,0,0,0,0,0
,Shamuuri m.allh,0,0,0,0,0,0
,Cadaalada hawarto insha allah,0,0,0,0,0,0
,balwaddu waa dhibaato,0,0,0,0,0,0
,Wax walibo waa qoraall iyo nasiib Marka la dhaahaayo waa sidaan maashaa allaah inshaa allaah ma aha cayaar illaah ayaaba afkiisa intuu ku celceliyo subxanallaah,0,0,0,0,0,0
,Shuuri wax uu sheegay ma fahmin kkkkk hahahah waa fiirsanayaaayey baan ka fahmay kkkkkkkkkkkkkkkk,0,0,0,0,0,0
,M.a i.o i.a ayu ugubaxay gesi hadalka wnagisa wa sa,0,0,0,0,0,0
,Legend,0,0,0,0,0,0
,Maxkamada iyo Shamuuri.,0,0,0,0,0,0
,"Shamuuri mesha idaacad ma ahan ee maxkabad waayee, dhaartana sida lagu dhaho ugu dhaaro",0,0,0,0,0,0
,Garsoorka:wax ma aragtay,0,0,0,0,0,0
,Shamuuri::manshallh,0,0,0,0,0,0
,Garsoorka::ilaah ma kugu og … See more,0,0,0,0,0,0
,Ninkan waa legend wye mr masha Allah,0,0,0,0,0,0
,Waxkalena aanan soo qabanayn.kkkkkkkkkkkk,0,0,0,0,0,0
,Wax kalenah Anna kusoo qabanayn hhhhh,0,0,0,0,0,0
,"Waxkle neh an so qabanen Inshallh
shamuri",0,0,0,0,0,0
,Wax kle nah ana so qabanyn,0,0,0,0,0,0
,Kulaha waa fiirsanaay,0,0,0,0,0,0
,Rag iyo dumar kala nahay,0,0,0,0,0,0
,War wuxu diinta ayooba siqaldan ufahmay,0,0,0,0,0,0
,Waxkalna aan soo qapaneenin,0,0,0,0,0,0
,Wax kalena aan soo qabaneenin kulahaa,0,0,0,0,0,0
,Ninkan Wan wataa kzkakakalakaaalak,0,0,0,0,0,0
,War hawiyow dhesha mad masjidka ka deysan tan maxkamad ma ahan wlhi masakinta xaqoda lagu dulansada mesha waa masarax majajilo,0,0,0,0,0,0
,Kuye wax klena qabanyn hhh,0,0,0,0,0,0
,Garsoraha akhiranna waa shamurey masha allah,0,0,0,0,0,0
,Kkkk masha alllah wanin dacad ah lakiin yaa wrkiisa qadanayo he,0,0,0,0,0,0
,Aakhirana wa jirta Masha’allah kulaha,0,0,0,0,0,0
,Shamuuri marqatiga ugu fcn qarnigan,0,0,0,0,0,0
,Shamuuri Comedian caadi ah waaye ee Youtube ha furto talent ayuu leyahy,0,0,0,0,0,0
,Maxkamada iyo Shamuuri.,0,0,0,0,0,0
,Aakhirana wa jirta maansha allaah,0,0,0,0,0,0
,Masha allaha allahey ka allah,0,0,0,0,0,0
,Lugteyda ma sarin wax gurmad ah ma senin heyh,0,0,0,0,0,0
,Marqaati ayaa lo taganyahay qoladabdenbi barista mabaxishonayaan,0,0,0,0,0,0
,4 marqaati 3 waaka nacsanayeen 1waa jiis wala xowla,0,0,0,0,0,0
,Subxanllah,0,0,0,0,0,0
,Garsoorka : wax ma aragtay,0,0,0,0,0,0
,shamuuri : Mashallah,0,0,0,0,0,0
,Garsoorka : gabadha gargaar ma ufidisay… See more,0,0,0,0,0,0
,AQirana waa jirta aa ladhahay manshallah kulahaa ar rer xamara Naga cilmi badan,0,0,0,0,0,0
,Mashallah kulaha legend,0,0,0,0,0,0
,Shamuurey waa lagu dharina ayaa la dhahay kulaha masha Allah,0,0,0,0,0,0
,Wariyaha Aakhirana waa jirta Masha allah,0,0,0,0,0,0
,Masha alaah,0,0,0,0,0,0
,Shamuuri waanba ka helay ani,0,0,0,0,0,0
,Omar Ahmed Mohamed Legend Kan mataqanaa,0,0,0,0,0,0
,Kalmadii buuba badalan rabay waa loogu Adkeeyay lkn maxay ugu taalaa,0,0,0,0,0,0
,Muxiyadiin Y Mohamed Gurxan Abdulahi Abdirashiid Mudakir Ilyas aakhiro waa jirta Masha alh kulahaa,0,0,0,0,0,0
,Shmureey baaba rabanaa,0,0,0,0,0,0
,Shamuuri Maxkamada waa Qasay shalay legend labbo ma ahan waa wataa Kabtan shamuuray.,0,0,0,0,0,0
,Shamuurey aakhiro waa jirtaa masha Allah,0,0,0,0,0,0
,Ninkaan wax badan waa ogyhy oo muhiim ah lkn qaabkii loo gudbin lahaa ma haayo wey kamuuqataa,0,0,0,0,0,0
,Wax kalana aanan soqabaneyn ala kuwanaa,0,0,0,0,0,0
,Mzha allh,0,0,0,0,0,0
,Dalmar Cabdi Cumar kan isku da'a aa tihin 37 jir wye,0,0,0,0,0,0
,"Ifrah Mohamed Mohamoud
Masha allah insha allah uga baxay",0,0,0,0,0,0
,Wax kalana aana soo qabanyn wlh funny buu ahaa ninkaan hadlkisa iga gadan Sahra Dagan Jibriil,0,0,0,0,0,0
,Aaqirana waa jirta: masha Allah,0,0,0,0,0,0
,Waaxa ka nan so qabanin,0,0,0,0,0,0
,Aakhrina wayjirta masha alah,0,0,0,0,0,0
,Khadar Nuur Axmed,0,0,0,0,0,0
,Aakhirana way jirtaa masha Allah,0,0,0,0,0,0
,insha allah iyo masha allah,0,0,0,0,0,0
,Akhirna waa jirta mansha allah,0,0,0,0,0,0
,Shamuuri waa legend,0,0,0,0,0,0
,Wax kale aan soo qabaneyn wlhi waa marqaati shactirool ah ,0,0,0,0,0,0
,Masha allh,0,0,0,0,0,0
,waxkalane aan sooqabaneyno kulahaa Maxaa la soo qabanayaa waxaan ka baqayaa inow dhaho Anigaa gubiyay maskinta,0,0,0,0,0,0
,Saan miyuu hada marqaati ku yahay,0,0,0,0,0,0
,Masha Allah,0,0,0,0,0,0
,Waxkale aan Soqabanayno kulahaa.,0,0,0,0,0,0
,Shamuuri: waxkalana aanan soo qabanaynin,0,0,0,0,0,0
,Insh allaha mash allaha,0,0,0,0,0,0
,Dakan marqtigaa habahgidir waxa hakaqabato,0,0,0,0,0,0
,Ninkan sidu u hadlay wa si wangsan m.a maha laga raba sidu u diranyhy aya laga garnya inu run shegyo wayo qof been shegyo wu cabsada,0,0,0,0,0,0
,Run xageey taaalaa lacanado alle dushshiina hayeelo,0,0,0,0,0,0
,Wax kale aan soo qaba nayn kulahaa,0,0,0,0,0,0
,Cashiro fiican,0,0,0,0,0,0
,Shamuuri 37sano aan jiraa kulahaa waxaa rabto maa noosheegee ebow Lii Cade abtiyoow maxkamada ciyaartaan maalaga daayo,0,0,0,0,0,0
,Waxkale aanan soo qabanayn,0,0,0,0,0,0
,warbadan waxmataro hadey cadalat jirto dhagarqawahan kofida dudulelsan madaxa sogishtay tiirka halageyo waxkale nomacunsamayan hadanahay ciyaal xamar,0,0,0,0,0,0
,Waxkalana an So Qabaneyn hda mesha fadhin laha Qosolkeyga wa maqli leheden,0,0,0,0,0,0
,Ma caawinin oo rag iyo dumar ban kala nhy kulaha,0,0,0,0,0,0
,Masha Allah hhhh,0,0,0,0,0,0
,"Shamuuri Mar bu dhihi gaaray Ana basiinka so gaday
lkn allihiis waa ka alle kkk",0,0,0,0,0,0
,Ninkan jilaa inuu noqdo ku fiicanyahaybee,0,0,0,0,0,0
,Gadoomiyaha : aakhirna waa jirtaa,0,0,0,0,0,0
,Shamuuri : m.a,0,0,0,0,0,0
,Aqiran waa jirta maanshlh,0,0,0,0,0,0
,Aakhirrada adiga ma ogid miyane in ay jirto alle xagiisa in la aadaayo ma ogid miyane,0,0,0,0,0,0
,Wax Kalanaa aan soo qabaneynin,0,0,0,0,0,0
,Wax kalana aan soo qabanayn kulahaaa,0,0,0,0,0,0
,Pella Ladan wx kalana Ana so qabaneyn kkk,0,0,0,0,0,0
,"Fadma Bintu Cabdi Iskadhan
macha allah iyo incha allah buu ugu dhameyayba",0,0,0,0,0,0
,Wax kalana Anan soqabaneyen,0,0,0,0,0,0
,Aaqira jirta ladhahay masha allah kulaha,0,0,0,0,0,0
,Hassan Qaras so think ninkaan ma daawatay horta?,0,0,0,0,0,0
,Mi lof shamuri,0,0,0,0,0,0
,Shamuuri wa legend,0,0,0,0,0,0
,Ninki shalay iga qosliye,0,0,0,0,0,0
,Waxkalena so qabanen wale meshaas waxbaa ka dhacay,0,0,0,0,0,0
,Samaraa Moha Ali,0,0,0,0,0,0
,Wax kle aan soo qabneen ku lahaaa,0,0,0,0,0,0
,Sxbka shamuurey Arman Hassan,0,0,0,0,0,0
,Geesi,0,0,0,0,0,0
,Legend shamuuri,0,0,0,0,0,0
,Daacadnimo aan cabsan,0,0,0,0,0,0
,Shamuri is not esay.,0,0,0,0,0,0
,Shamuuri wax buu shagaa islahaa waaba nin dhacdadaba wxba ka ogeen oo gurigii xitaa gargaar u fidin,0,0,0,0,0,0
,Ninkan Waa Legend Mashallah iyo Inshallah Ayuu Ku Garaacay team ka Maxkamada,0,0,0,0,0,0
,Masha'allaah kulahaa,0,0,0,0,0,0
,Garsoorka akhirana wey jidha,0,0,0,0,0,0
,Shamuuri masha Allah,0,0,0,0,0,0
,Nin iyo naag aan kala nahay kulahaa ma dhib hadii uu dhoco ama naf la bad baadinaayo xaalkeeda la gaaro ma leeys kala soocaa Allow dhib hana tusin uu shamuureey nagu fiirsanaayo,0,0,0,0,0,0
,Waxkle aan soo qabaneen,0,0,0,0,0,0
,Wx kle aan so qabaneynin,0,0,0,0,0,0
,Ninkaan waa cabtooy markaati ma galo ee la naqda fashil waaye halkaane,0,0,0,0,0,0
,Wax kle aan soo qabaneen,0,0,0,0,0,0
,War kiiskani waa dhagay faray ee halkaa ha lagu dhameeyo oo odayaashu ha xaajoodaan kkkkkkkkkkkk,0,0,0,0,0,0
,Mashaa allaah inshaa allaah,0,0,0,0,0,0
,Bismillaah masjid magac haween leh miyaa jira yaaab weligaa mala oosay,0,0,0,0,0,0
,Wax gar gaar ah oo aad ufidisay majiraa,0,0,0,0,0,0
,Maaido Aadan shamuuri,0,0,0,0,0,0
,Hada aniga shamuri waa iga caan san,0,0,0,0,0,0
,akhri waa jirta masha allah,0,0,0,0,0,0
,Dharkenley sida caadiga dad cabtoy ah u Badan,0,0,0,0,0,0
,Shamuuri caan waaye tiktok haku soo biiro masha allah insha allah,0,0,0,0,0,0
,Shamuuri. Tiktok halo furo,0,0,0,0,0,0
,Aqarana wajirta mnsha Allah,0,0,0,0,0,0
,Ibraahim Diiriye,0,0,0,0,0,0
,Master Insha Allh,0,0,0,0,0,0
,Kan anaa gubay in uu dhaho Ayaan ka baqaaa,0,0,0,0,0,0
,Waa marqanki oo marqati ah wale aduunyo nin jogah Maxaa argti kulaban maxkamada qofka ey waresaneh ma iska hubido,0,0,0,0,0,0
,Aqirana waa jirtaaa maasha alaah ku lahaa,0,0,0,0,0,0
,AaqirNa waa jirtaa......Maasha allaah,0,0,0,0,0,0
,Insha allaah,0,0,0,0,0,0
,Kana aniga dhalay,0,0,0,0,0,0
,Waxkle na an so qabaneynin,0,0,0,0,0,0
,Reer madino yaawada duray nin iyo naagba sirqaan waaye,0,0,0,0,0,0
,Waa kuwaas reer xamarku hadaba,0,0,0,0,0,0
,Shamuuri maasha Allah insha allah uuba uga Baxay maxkamadii,0,0,0,0,0,0
,Mr Masha allhaah geesi baa tahay,0,0,0,0,0,0
,H.g xarsh loo qabo cabtoy xitta waa la keenay maxkamada,0,0,0,0,0,0
,Aakhirana weey jirtaa ladhahay masha allah kulahaa waji giisa jiiri waxaa modee sac fool heyso,0,0,0,0,0,0
,Waxad aragtay oo run ah inad shegta laraba insha Allah aqirana waa jirta masha Allah,0,0,0,0,0,0
,Mootolaha iyo kuwa guriga jabiyay mey imadan oo ilaahey ka cabsad,0,0,0,0,0,0
,Maxkamada iyo Shamuuri.,0,0,0,0,0,0
,Warkaan waaigaa yabiyee,0,0,0,0,0,0
,Kulahaa ilahey iyo rusulkiisa wuxu ila ogyahay,0,0,0,0,0,0
,Ilahey wax walboo ogayahe rusuulka scw gormu kula ogaaday kiiskaan,0,0,0,0,0,0
,"marqaati kalaba lama raadin laheenee
dadka waan iska dhagesana lee ee mafahano hadalkooda",0,0,0,0,0,0
,Culeys walpo oo ku heysto allaha kaa qaado follow iso dheh walal,0,0,0,0,0,0
,Meel kale buuba ka hadlaya,0,0,0,0,0,0
,Najmo Nalka,0,0,0,0,0,1
,Wax wlbo waxa igu daran ajaanib aan kala ehen mana badbadin shamurey isn’t easy,0,0,0,0,0,1
,Nimanka soo bad baadiyay weey diideen in eey nasoo raacaaa kulahaaa oo xagee loo raacaaaa yaab,0,0,0,0,0,1
,Nimankaan waa niman kiiska lagu marin habaabinayo,1,0,0,0,0,0
,Shamuuuuri haduuba marqati noqday waa wadankeeno cadalad taalo,0,0,0,0,0,1
,Shamuuri wa geesi geesi dhalay,0,0,0,0,0,1
,hhhhhhh ninkaan xariif waaye hhhhhhh,0,0,0,0,0,1
,Qodobka 7aad farqadisa (d) wuxu shegaya in shamuri islaam dhab ah yahay,1,0,0,0,0,0
,akhrina way jirta ogow mashalah,0,0,0,0,0,1
,Guriga gubanaye ma damisay allahey ka allh ayuba taganyhy,0,0,0,0,0,1
,Wax kale aan sow qabanen,0,0,0,0,0,1
,Asad Abdillahi Ahmed .,0,0,0,0,0,1
,Insha Allah war iga sii hee,0,0,0,0,0,1
,Shamuuri wa mirqanki o ciyal xamara,1,0,0,1,1,0
,Wx kle aan so qabaneyn,0,0,0,0,0,1
,Nin bar go' ah ayuu iila ekaa,1,0,0,1,0,0
,Maxkamada iyo Shamuuri.,0,0,0,0,0,1
,Abdilahi Mohamed Dirir maxkamaddan waaba qosol miidhan.,1,0,0,1,0,0
,Masha alah,0,0,0,0,0,1
,Views maa idinka galay fashil shabeele tv,1,0,0,1,0,0
,Nashaad Ina Cilmi,0,0,0,0,0,1
,Jareertu magurigeey waxkadaganeed waa yaabeh,1,0,0,1,1,0
,Akhira jiraa lagu dhahy masha allah nikan legend,0,0,0,0,0,1
,M.shalaah inshalaah,0,0,0,0,0,1
,Mashaalh,0,0,0,0,0,1
,Mar baanba ka baqay inuu Yiraahdo Mansha allah gabadha anaa Gubey,1,0,0,0,0,0
,Kan waba igaqusulasi ee Maxow soqawana,0,0,0,0,0,1
,Arintaan wey qoto dheeraatay xalkeeda allaha keeno,0,0,0,0,0,1
,Dreazy Maanka jiiqle gaar ahaan Masjidka yeeye akteda,0,0,0,0,0,1
,Tabalaha wakhtiga iyaba waa taynu argnee,0,0,0,0,0,1
,Ninkani waa iga qoslisay wlhi,0,0,0,0,0,1
,Shamuuri waa lafahii hore reer madiino,0,0,0,0,0,1
,Masha allh ugadhagtay shamuurey,0,0,0,0,0,1
,Maasha Allah,0,0,0,0,0,1
,Daada Amiin Daada kan maxaa iga qarisay,0,0,0,0,0,1
,Shamuuri legend oo legend dhaafay weeye,0,0,0,0,0,1
,Masha Allah,0,0,0,0,0,1
,"Mansha Allah badanaa ninku,hhhh",0,0,0,0,0,1
,masha allah iyo insha allah buuba ugu baxay warki dhamay ee laga sugaaye,1,0,0,0,0,1
,Ish Allah,0,0,0,0,0,0
,Farta dhexe ma indhahaygaa mise si ORIGINAL Ahbay utaaganthay,0,0,0,0,0,1
,Hadii aad aqrinayso qoraalkaan waxaan ilaahay kaaga baryaa cimri dheer iyo cibaado suuban,0,0,0,0,0,1
,Wax kale oo aan qabanayn kulahaa,0,0,0,0,0,1
,Shamuurey cadi ma ahn runtii insha Allah,0,0,0,0,0,1
,Dadka maxkamada joga maqoslan miya anaba fure,0,0,0,0,0,1
,Waxkle aanan sooqabaneeun hhhh,0,0,0,0,0,1
,Shamuuri saacdaha Soo socda baraha bulshada isaga qabsan doono,0,0,0,0,0,1
,Aaqirana waa jirtaa,0,0,0,0,0,1
,maasha allh,0,0,0,0,0,1
,Mansh allah,0,0,0,0,0,1
,Wlhiy wa yabay san u sugaaye inu ka hadlo dhibki inu ka hadlo mel kale u ila aday,1,0,0,0,0,0
,Wiilkaan dadkaan caqligooda liita intuu arkay Buu ku dheel dheelayaa,1,0,0,1,0,0
,Maxkamada :Shamuuri gabadha mataqaana ?,0,0,0,0,0,1
,shamuuri: (الله أعلم) .,0,0,0,0,0,1
,shamuuri marqaatiga nool,0,0,0,0,0,1
,Yaah saana warkiibo wasoo koobay,0,0,0,0,0,1
,"Marqaankii oo marqaati ah lkn wax meesha ka dhacay tv
camal ayuu u daawanaayey. Ilee hadii uu istaago marqaankii ayaaa jabaayo.",1,0,0,1,0,0
,"Aakhiro na waa jirtaa ""masha Allah "" kulaha ar soomaliyaa",0,0,0,0,0,1
,"Abdi Rizak Xusein Xasan shamuuri iska baro
kulaha wax kale aaan soo qabaneynin",0,0,0,0,0,1
,maaasha Allah kulahaa,0,0,0,0,0,1
,Waxkalena anan soqabaneyn,0,0,0,0,0,1
,amshallh,0,0,0,0,0,1
,inshallh,0,0,0,0,0,1
,alla hay ka alle,0,0,0,0,0,1
,Mashallah,0,0,0,0,0,1
,Waxkale aanan sheegay kulahaa wax kalana anan soo qabanayn hhhhhhhh,0,0,0,0,0,1
,Wx kalena aan soo qabanaynin,0,0,0,0,0,1
,Ayuub Maxamad Kulane xariifkan madaxa yu usofurtay si an lokhalkhalagalin,0,0,0,0,0,1
,"Salma Apdalə Max'ed kan ku shegeye
shamuuri aakhiran way jirt.mnzh all",0,0,0,0,0,1
,Wax kle anan so qabaneynin kulahaaa,0,0,0,0,0,1
,Buuqa iga daaya gawadha anigaa gubaye haduusanba dhihin alx masha allsh,1,0,0,0,0,0
,Waxkalane aanan soo qabaneynin,0,0,0,0,0,1
,Jimcaale Maal Nuur Qadiro wakaasoo kale runtiisa iyo beentiisa waa isku mid,1,0,0,1,0,0
,Kani uuqabyaaladeynayaa,,,,,,
,Wax kaleNa aanaN zo qabaneyN,0,0,0,0,0,1
,Haduuba odhan anaa dilay wa alxm,1,0,0,0,0,0
,Shamuuri hda wxu ku dhowyahay millioner m.a,0,0,0,0,0,1
,Masha allah,0,0,0,0,0,1
,Idacad majoktid hada maxkamada joktaa,0,0,0,0,0,1
,Dadka maxkamada looga bahan yahay wa kuwan,0,0,0,0,0,1
,Manta qeebta iyo biyo raciska wa diyar iso bax oo cad waye mida kale waba is tiin cadi ah,1,0,0,1,0,0
,Shamuureey legend,0,0,0,0,0,1
,Masha Alah,0,0,0,0,0,1
,Abdirizack Feycal,0,0,0,0,0,1
,"Waa lagu dhaarinaa aa lagu yiri maashaalah kulahaa
.",0,0,0,0,0,1
,Gabadha gurmad ma u fidisay,0,0,0,0,0,1
,Shamuri : allahey ka alla,0,0,0,0,0,1
,Mashaallah,0,0,0,0,0,1
,Allah aclam iyo mashallah ku dhameyeh ninakn saanubah Caan ku noqday shamuuri,0,0,0,0,0,1
,Maxkamdani iyadab mel qosola ah wah,1,0,0,0,0,0
,Wax kale an sooqabaneyn,0,0,0,0,0,1
,Waxakle an so qabanenin kulhaa,0,0,0,0,0,1
,Dhaarta marqaatiyaash sharciyan ma ahan qaabka waa qaabka kiristan,1,0,0,1,1,0
,Baaba shamuura can can dhalay buu noqday,0,0,0,0,0,1
,Marku yaah leyahay abaabala makugu so dhacayo,0,0,0,0,0,1
,Mash Allah,0,0,0,0,0,1
,Masakiintan ayago mirqaanku meel mcn u maraya lasoo qabanaya mnshlaah wixiiba ku dhameeyay,1,0,0,1,0,0
,Shamuuri what a legend! Cirkaa cabaar u jira — Ibnu Dayib,0,0,0,0,0,1
,"Dhaqanka islaamka aan ilaalino dhalin yaro, oo Aan raacna wadadi rasulkena suubanaa scw.",0,0,0,0,0,1
,Wax klena an so qabaneynin,0,0,0,0,0,1
,Mgacaa Mashallah,0,0,0,0,0,1
,Shamuuri waxaa u saaran taqsiin tubaako shiid shiid ah,1,0,0,1,0,0
,Kan power iyo nac nac kuleyl isku soo darsadey,1,0,0,1,0,0
,Mohamed Amaan shamuuriga kaliya ee aan isku halleen karo,0,0,0,0,1,1
,Shiiqaasha jareerta weykafaanaan wey yasaan gabdhohooda xitaa kumadaraan. Mana u ogola jareertuna si ay shiiqaal cadaalad uhesho ayey naftooda baxar ugalinayaan wllaahi labo kalabariday kalawar la',1,0,0,1,0,0
,Wax kale aanan sheegayn,0,0,0,0,0,1
,Kuteh wax kale aanan so qabanayn,0,0,0,0,0,1
,Hhhhhhhhhhhhh Waxaan Beelweynta Sharafta leh Ee Culimadii Sheikhaal Caddeey inteey kasoo ariuriyeen.,1,0,0,0,0,0
,Legend,0,0,0,0,0,1
,Farhan Mohamed Noor ninkan warka adi ma uso dhibay,0,0,0,0,0,1
,Waxaan layaabay aqoon umalaheyn miyaa dadkaa kanacsan markey marqaati ukeenayeen yaab badnaa Fariid Faraxsan,1,0,0,1,0,0
,Dadka marqati laga dhiganaayo. Waa dad aan gacn u wada taagay,0,0,0,0,0,1
,Aaqirida ha cayuumina masha Allah,1,0,0,0,0,0
,Lnged shamuuri,0,0,0,0,0,1
,Kan woo ka dhacsan yahay,1,0,0,1,0,0
,Abdirizak,0,0,0,0,0,1
,Mohamoud Abdi sxp ninkaaasi waa dadkygiiii mr mancha allah waayeee,0,0,0,0,0,1
,Xafiiskii Shamuri ahaa insha Allah ma wuxu ku badeshay Masha Allah Adke weye ninkaasi,0,0,0,0,0,1
,Mr mashaa Allah iyo inshaa Allah Allah iyo rasuulkisa kulaha Allah lagaraye rasuulkana scw muxu ugu soo daraya,0,0,0,0,0,1
,Wax kale Aan so qabaneynin xaqiiqdii Ninkan waa iga yaaiyey,0,0,0,0,0,1
,"Cadow Mohamed wax klena aan Soo qabaneenin muxuu kawadaa ar kuwaanaa
xitaa maxkamada laga waalooyaa qaaligaan kiskaan meeshuu kudhameeyo asaaba baaris ubaahnaan doono IGA qor midaas",1,0,0,1,0,0
,Aakhiro waa jirtaa aa layidhi,0,0,0,0,0,1
,Kuye mnshaa allah,0,0,0,0,0,1
,"1,Wixii aan arkiyaa idin sheegaa maasha allaah",0,0,0,0,0,1
,"2, Wixii aan maqlina waa niigu daraa insha allaah",0,0,0,0,0,1
,"3, Horta falka meesha ka dhacay fal xunaa ahaay maasha allaah… See more",0,0,0,0,0,1
,"ALi Ibnu Baarri sharciga qabo marqaati nuucan ah in qof lagu fuliyo dil isheeg? Ninkan masha allah ku hayo wllow qof malo dili kara?
sharanshuur hanagu noqanina sxbow runta shega",1,0,0,1,0,0
,Marqati ma ladhaarikaraa sharci ahaan?,0,0,0,0,0,1
,Wax kalana ana so qabaneynin,0,0,0,0,0,1
,Marqaan wcn mr shamuuri busuri buris hhhhh,1,0,0,1,0,0
,Mashallah ku lahaaa,0,0,0,0,0,1
,Waxkalena anan soo qabaneyn kulahaa,0,0,0,0,0,1
,Shamuuri hadaa shacab nahay waa wadanaa,0,0,0,0,0,1
,Bariyow Cali Cabdi dhaar taas maxaad is leedahay,0,0,0,0,0,1
,Inshallh,0,0,0,0,0,1
,M.sha allaah,0,0,0,0,0,1
,insha allah klha,0,0,0,0,0,1
,Ninkaano kla magalka kunolan kra,0,0,0,0,0,1
,Maxkamada iyo Shamuuri.,0,0,0,0,0,1
,Garsoorka : wax ma aragtay,0,0,0,0,0,1
,shamuuri : Mashallah… See more,0,0,0,0,0,1
,Waxkle aana soo qabanyn kulahaa,0,0,0,0,0,1
,Garsorka: akhirana WA jirtaa,0,0,0,0,0,1
,Shamuuri : Mashallh,0,0,0,0,0,1
,Masha allh marqati nool,0,0,0,0,0,1
,"Shamuuri Lo, ayaa u aqanaa",1,0,0,1,1,0
,Mnshllh,0,0,0,0,0,1
,Alx waaye haduuna dhihin anaa guby,1,0,0,0,0,0
,Ayuub Mohamett Zuleybaan kawarna zxp ninkan waa cabtoye,1,0,0,1,0,0
,Waxa kle aan so qabaneen,0,0,0,0,0,1
,Waa aftahan,0,0,0,0,0,1
,Shamuuri Mansha allh,0,0,0,0,0,1
,Sax m.a i.a,0,0,0,0,0,1
,I dacad ma jogtid maxkamad jogta insha allh hhh dhimashadan luul ninka gubay mrna murug na galshy marna qosol dadka marqatida ah wa fani,0,0,0,0,0,1
,Dallka gushisa wa shamureyyy,0,0,0,0,0,1
,Shamuuri waa iga qosliyy Insha Allah iyo Masha Allah buu oga baxy warkiba,0,0,0,0,0,1
,Shamuuri wa geesi geesi dhalay,0,0,0,0,0,1
,Masha allah,0,0,0,0,0,1
,Shamuuri legend waye masha allh,0,0,0,0,0,1
,Masha allah,0,0,0,0,0,1
,Waxkalane aan soo qabaneynin,0,0,0,0,0,1
,Wax kalena aanan so qabanyn hhh,0,0,0,0,0,1
,Maxuuu ogaaa marka,0,0,0,0,0,1
,Hussein Farah ow Axadkan Ka Waran,0,0,0,0,0,1
,"Wax kaĺena anan soo qabaneynin
aa iga qoslisay wllhi",0,0,0,0,0,1
,kadhacsanow every day offline ahaw,0,0,0,0,0,1
,Kkkkkk walaahi waan qoslay xamar flim caadiya ka socda,1,0,0,1,1,0
,Haawo Afcad shamuuri wakan,0,0,0,0,0,1
,Shamuuri waa roonyahee kii kalaa daraa,0,0,0,0,0,1
,Masha Allah,0,0,0,0,0,1
,Caaan nimada marna iyada kusoo doonata marna adiga doonta ninkaana fadhigiisa ayay ugu timid,0,0,0,0,0,1
,Masha Allah,0,0,0,0,0,1
,Abdi Kadir Dek,0,0,0,0,0,1
,Masha allh,0,0,0,0,0,1
,Wax kale aan so qabaneynin kulahaa waligey,0,0,0,0,0,1
,mansh allh,0,0,0,0,0,1
,"Kkkkk waxkalena anan soo qabanayn kulahaa
. Gabadhaa Ninkaasi wuu ku dhagaroobay ama ha u kaso ama yuu u kasine Maadaama ay dabkii uu shiday ku gubatay. Waxana iska cad inuu badheedh u gubay. Waa in tiirka la geeyaa waa hadii xeer furma inuu noqdo la doonayn",1,0,1,0,0,0
,garsoorka aakhiro way jirtaa,0,0,0,0,0,1
,shamuuri masha allah !,0,0,0,0,0,1
,"Mashaa allah, insha allah",0,0,0,0,0,1
,Mahamed Wali Cabdii .ninkan kawaran,0,0,0,0,0,1
,Dadka nuucaan marqaati ukeenay ayaa leh denbiilaha been sheegay warkiisa maxkamadu yey dhegeysan! yey dhegeysataa marqaati kusheegaba asaga dhaamaye,1,0,0,0,0,0
,masha allah,0,0,0,0,0,1
,Shamuuri codkar,0,0,0,0,0,1
,Cabsi dhan maleh,0,0,0,0,0,1
,M.a I.a shamuuri alaahu aclam,0,0,0,0,0,1
,Mr Mashallah,0,0,0,0,0,1
,"Aakhirana wey jirtaa
mashalah",0,0,0,0,0,1
,Masjidka all raxma Aa maasha allaah,0,0,0,0,0,1
,2024 wa ninki aan ka maqlay maxa u bad badinaa nin iyo nag aya kala nahay,0,0,0,0,0,1
,Soomalidu waa dad nuuckale ah kiiskan oo ah mid aad uxanuunbadan markii soo gaaray maxkamada waxaa laga dhigay shactaro iyo madadaalo,1,0,0,0,1,0
,Wax kalena aan soo qabaneyn,0,0,0,0,0,1
,"Xeer ilaaliyaha
Alle ka baq",0,0,0,0,0,1
,Kulaha horena idaacada risaala war usoo siiyay,0,0,0,0,0,1
,Ayaanle Haaji Hassan hada wa laga caansan yahay kwrn,0,0,0,0,0,1
,Kad Shukrii shamuuri io shpkaa khadar rage maxah isaga eg yahiin mudane,0,0,0,0,0,1
,Masha allah waley Ninka meyal sarayay,0,0,0,0,0,1
,Legend,0,0,0,0,0,1
,"Nasteha Bintu Bubiye
wax Kalena aan so qabneen",0,0,0,0,0,1
,Akhiro way jidha masha allh,0,0,0,0,0,1
